sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau,mes
F,N,N,0,Assalariado,Médio,Casado,Casa,50,24.09315068493151,2.0,908461.3,False,7
M,N,S,1,Assalariado,Superior incompleto,Casado,Casa,37,15.449315068493153,3.0,102402.92,False,7
M,S,S,0,Assalariado,Fundamental,Separado,Casa,52,10.47945205479452,1.0,26005.03,False,7
M,N,S,0,Assalariado,Médio,Casado,Casa,47,12.931506849315069,2.0,45370.21,False,7
F,N,N,0,Empresário,Superior completo,Casado,Casa,40,5.49041095890411,2.0,33886.77,False,7
M,N,N,1,Assalariado,Superior completo,Solteiro,Casa,37,5.123287671232877,2.0,27500.71,False,7
F,S,S,1,Empresário,Superior completo,União,Casa,28,8.219178082191782,3.0,23439.31,False,7
F,N,S,0,Pensionista,Médio,União,Casa,57,,2.0,22606.63,False,7
F,N,N,0,Pensionista,Médio,Casado,Casa,65,,2.0,10583.5,False,7
F,N,S,0,Assalariado,Superior incompleto,Solteiro,Casa,43,16.27123287671233,1.0,31452.41,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,16284.59,False,7
F,S,S,3,Empresário,Médio,Casado,Casa,31,1.9753424657534249,5.0,14342.89,False,7
M,S,N,1,Servidor público,Superior completo,Casado,Casa,39,7.501369863013698,3.0,36309.06,False,7
M,N,S,0,Empresário,Superior completo,Solteiro,Casa,28,1.4931506849315068,1.0,8803.78,False,7
F,S,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,12343.37,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,29936.3,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,7503.5,False,7
F,N,S,0,Assalariado,Médio,Solteiro,Casa,29,1.6164383561643836,1.0,4754.94,False,7
M,S,N,0,Assalariado,Médio,Casado,Casa,24,6.372602739726028,2.0,3821.87,False,7
F,N,S,3,Servidor público,Médio,Casado,Casa,38,5.843835616438356,5.0,35044.62,False,7
F,N,S,0,Servidor público,Médio,União,Casa,35,8.912328767123288,2.0,15601.25,False,7
M,N,S,0,Pensionista,Médio,Casado,Casa,65,,2.0,21857.69,False,7
M,S,S,1,Assalariado,Médio,Casado,Casa,46,0.6657534246575343,3.0,20168.3,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,49,27.72876712328767,2.0,237342.68,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,35809.38,False,7
F,N,S,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,15797.32,False,7
M,S,S,0,Pensionista,Médio,União,Casa,67,,2.0,6946.61,False,7
F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,36,13.542465753424658,1.0,110800.27,False,7
M,N,N,0,Empresário,Superior completo,Casado,Casa,55,4.994520547945205,2.0,10267.95,False,7
F,N,S,2,Servidor público,Superior completo,Casado,Casa,42,8.526027397260274,4.0,28511.86,False,7
F,S,N,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,13088.0,False,7
F,N,S,0,Pensionista,Médio,Casado,Aluguel,59,,2.0,24741.41,False,7
F,N,S,1,Assalariado,Médio,Casado,Casa,28,7.6,3.0,11098.88,False,7
M,S,S,1,Empresário,Médio,Casado,Governamental,46,4.167123287671233,3.0,10394.69,False,7
F,N,S,2,Empresário,Médio,Solteiro,Casa,37,9.753424657534246,3.0,40502.42,False,7
F,N,N,0,Assalariado,Superior incompleto,Casado,Casa,44,5.8054794520547945,2.0,8725.93,False,7
M,N,S,0,Assalariado,Médio,Casado,Casa,54,6.263013698630137,2.0,34547.31,False,7
M,S,N,1,Servidor público,Médio,Casado,Com os pais,33,14.797260273972602,3.0,49822.93,False,7
M,S,N,0,Pensionista,Superior completo,Casado,Casa,54,,2.0,9004.72,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,55,28.19178082191781,2.0,147667.32,False,7
F,N,S,1,Empresário,Médio,Solteiro,Casa,39,9.178082191780822,2.0,20046.51,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,65,,2.0,15344.06,False,7
F,N,S,1,Assalariado,Médio,Casado,Casa,31,5.715068493150685,3.0,6234.49,True,7
M,N,S,2,Assalariado,Médio,Casado,Casa,45,0.9095890410958904,4.0,3563.96,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,23602.46,False,7
F,N,S,1,Empresário,Médio,Casado,Casa,49,11.284931506849317,3.0,34840.16,False,7
F,N,S,0,Assalariado,Médio,Separado,Casa,52,9.093150684931508,1.0,10009.27,False,7
F,S,S,3,Assalariado,Superior completo,Casado,Casa,35,2.068493150684932,5.0,49703.64,False,7
F,N,N,0,Assalariado,Médio,Casado,Casa,47,4.515068493150685,2.0,9994.1,False,7
F,N,N,0,Empresário,Superior completo,Casado,Casa,44,0.8465753424657534,2.0,4546.8,False,7
F,N,N,2,Assalariado,Médio,Casado,Casa,46,13.70958904109589,4.0,45030.2,False,7
M,S,N,1,Empresário,Médio,Casado,Casa,25,3.8493150684931514,3.0,18019.18,False,7
F,S,S,1,Empresário,Superior completo,Solteiro,Casa,38,5.76986301369863,2.0,10306.52,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,66,,2.0,7161.35,True,7
F,N,N,0,Assalariado,Médio,Separado,Casa,46,11.4,1.0,40699.9,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,43,9.128767123287671,2.0,18913.53,False,7
F,N,N,0,Pensionista,Médio,Casado,Casa,56,,2.0,12393.69,False,7
M,S,S,2,Empresário,Superior completo,Casado,Casa,36,8.227397260273973,4.0,50067.84,False,7
F,N,N,0,Empresário,Médio,Casado,Casa,35,14.356164383561644,2.0,31056.94,False,7
M,S,S,0,Assalariado,Médio,Casado,Casa,52,9.35068493150685,2.0,42386.8,False,7
F,S,S,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,17716.39,False,7
F,N,S,2,Assalariado,Médio,Casado,Casa,35,0.4301369863013699,4.0,14282.12,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,65,5.882191780821918,2.0,33865.14,False,7
F,N,S,1,Assalariado,Médio,Solteiro,Estúdio,37,4.635616438356164,2.0,3950.74,False,7
F,N,S,0,Assalariado,Médio,Solteiro,Com os pais,25,5.767123287671233,1.0,13444.72,False,7
F,N,S,0,Assalariado,Médio,União,Casa,50,16.791780821917808,2.0,49824.45,False,7
M,N,N,1,Empresário,Superior completo,Casado,Casa,28,6.432876712328767,3.0,189132.07,False,7
M,S,S,1,Assalariado,Médio,Casado,Casa,31,9.893150684931507,3.0,120957.89,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,33,5.635616438356164,2.0,48429.08,False,7
F,N,S,0,Empresário,Médio,Casado,Casa,42,9.597260273972603,2.0,124907.18,False,7
F,N,S,0,Empresário,Médio,Casado,Casa,39,6.638356164383562,2.0,13134.45,False,7
M,N,S,0,Assalariado,Superior completo,União,Casa,54,15.3013698630137,2.0,103087.11,False,7
M,S,S,0,Assalariado,Médio,Solteiro,Casa,56,0.8575342465753425,1.0,10142.88,False,7
F,N,S,0,Empresário,Médio,Casado,Casa,54,19.024657534246572,2.0,79138.05,False,7
M,S,S,1,Assalariado,Superior completo,Casado,Casa,43,2.643835616438356,3.0,7756.96,False,7
F,S,S,0,Assalariado,Superior completo,Casado,Casa,27,1.3835616438356164,2.0,19563.12,False,7
F,N,N,1,Empresário,Médio,Separado,Casa,29,8.673972602739726,2.0,22865.82,False,7
M,N,S,0,Servidor público,Médio,Separado,Comunitário,45,23.936986301369863,1.0,202720.2,False,7
M,S,S,0,Assalariado,Médio,Casado,Casa,57,3.175342465753425,2.0,21508.39,True,7
F,N,S,0,Assalariado,Médio,Casado,Casa,58,0.5506849315068493,2.0,11359.89,False,7
M,S,S,1,Assalariado,Médio,Casado,Casa,29,3.9342465753424656,3.0,27025.48,False,7
M,N,S,0,Empresário,Superior completo,Casado,Casa,60,7.63013698630137,2.0,67635.96,False,7
M,N,N,0,Empresário,Superior completo,Casado,Casa,55,4.994520547945205,2.0,10267.95,False,7
F,N,N,0,Assalariado,Médio,Solteiro,Com os pais,27,8.361643835616439,1.0,4888.6,False,7
M,N,N,0,Empresário,Médio,Casado,Casa,36,3.9342465753424656,2.0,8589.45,False,7
M,N,S,0,Empresário,Médio,Separado,Casa,51,10.008219178082191,1.0,19313.69,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,48,9.345205479452057,2.0,5208.31,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,67,,2.0,72422.89,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,52,4.3863013698630136,2.0,5829.54,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,82215.84,False,7
F,N,S,0,Pensionista,Médio,Separado,Casa,62,,1.0,8890.43,False,7
M,S,N,0,Assalariado,Médio,Casado,Casa,29,6.693150684931507,2.0,9870.52,False,7
M,N,S,0,Assalariado,Médio,Solteiro,Com os pais,24,1.641095890410959,1.0,22816.11,False,7
M,S,S,0,Assalariado,Médio,Casado,Casa,34,2.128767123287671,2.0,13538.36,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,55,,2.0,19019.52,False,7
M,S,N,0,Servidor público,Médio,Casado,Casa,28,8.29041095890411,2.0,14733.31,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,6674.38,False,7
F,N,S,1,Assalariado,Médio,Casado,Casa,33,2.1342465753424658,1.0,17150.6,False,7
F,N,S,1,Assalariado,Superior completo,Casado,Casa,35,3.682191780821918,3.0,5660.26,False,7
M,S,S,0,Empresário,Médio,Solteiro,Casa,55,9.443835616438356,1.0,40150.08,False,7
F,N,S,0,Servidor público,Superior completo,Casado,Casa,50,22.695890410958903,2.0,655020.99,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,10754.54,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,60842.79,False,7
F,N,N,0,Assalariado,Médio,Solteiro,Casa,32,5.928767123287671,1.0,35165.23,False,7
F,N,N,0,Empresário,Médio,União,Casa,56,5.635616438356164,2.0,23514.66,False,7
F,N,S,0,Empresário,Médio,Separado,Casa,36,8.638356164383561,1.0,33590.24,False,7
M,S,N,0,Empresário,Médio,Solteiro,Casa,47,7.208219178082191,1.0,57638.02,False,7
F,S,S,0,Servidor público,Médio,Casado,Casa,51,23.312328767123287,2.0,307755.68,False,7
F,S,S,0,Servidor público,Superior completo,Solteiro,Casa,60,41.2,1.0,1637838.5,False,7
F,S,S,0,Assalariado,Médio,Viúvo,Casa,45,3.854794520547945,1.0,7065.72,False,7
F,S,S,2,Empresário,Superior completo,Casado,Casa,32,3.4273972602739726,4.0,5072.49,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,4420.3,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,47,7.238356164383561,2.0,17870.43,True,7
F,N,S,1,Servidor público,Médio,Casado,Casa,38,9.602739726027398,3.0,39738.77,False,7
M,N,S,0,Assalariado,Médio,Casado,Casa,32,8.893150684931507,2.0,57133.46,False,7
F,S,S,2,Servidor público,Médio,Casado,Casa,34,12.194520547945206,4.0,18658.75,False,7
F,N,S,1,Empresário,Médio,Solteiro,Casa,39,20.126027397260277,2.0,160121.54,True,7
F,N,N,0,Assalariado,Médio,Casado,Casa,31,1.4109589041095891,2.0,936.73,False,7
F,S,N,0,Pensionista,Médio,Casado,Casa,48,,2.0,70786.1,False,7
M,S,S,1,Assalariado,Médio,Casado,Casa,39,6.931506849315069,3.0,22508.74,False,7
F,S,N,1,Empresário,Médio,Solteiro,Governamental,32,13.652054794520549,2.0,78879.98,False,7
M,S,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,120148.58,False,7
M,S,S,0,Assalariado,Médio,Casado,Casa,42,15.391780821917807,2.0,44405.3,False,7
F,N,S,1,Assalariado,Médio,Casado,Casa,54,28.73972602739726,3.0,299555.61,False,7
M,S,S,0,Assalariado,Médio,Casado,Casa,50,1.4273972602739726,2.0,14034.41,False,7
M,S,S,0,Empresário,Superior incompleto,União,Casa,26,2.882191780821918,2.0,7249.28,False,7
F,N,S,0,Pensionista,Fundamental,Casado,Casa,65,,2.0,28856.8,False,7
F,N,N,0,Assalariado,Médio,Viúvo,Governamental,58,1.263013698630137,1.0,18821.4,False,7
M,S,S,2,Empresário,Médio,Casado,Casa,41,3.8493150684931514,4.0,27536.34,False,7
M,S,N,1,Assalariado,Superior completo,Solteiro,Casa,40,17.043835616438358,2.0,44238.42,False,7
F,S,S,0,Empresário,Médio,Solteiro,Casa,51,0.873972602739726,1.0,10085.52,False,7
F,S,N,1,Servidor público,Médio,Casado,Governamental,38,19.3972602739726,3.0,101332.8,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,64,,2.0,9386.91,False,7
F,S,S,0,Assalariado,Superior completo,União,Casa,31,5.512328767123288,2.0,13214.64,False,7
F,N,N,2,Assalariado,Médio,Casado,Casa,26,7.863013698630137,4.0,5585.98,False,7
F,N,S,0,Empresário,Médio,Casado,Casa,48,3.5205479452054798,2.0,7163.08,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,22337.93,False,7
F,N,N,1,Servidor público,Superior completo,Casado,Casa,38,6.849315068493151,3.0,13905.19,False,7
F,N,N,0,Empresário,Médio,Solteiro,Casa,31,6.545205479452055,1.0,25306.69,False,7
M,N,S,0,Pensionista,Médio,Casado,Aluguel,45,,2.0,11811.86,False,7
F,N,S,0,Pensionista,Médio,Viúvo,Casa,57,,1.0,35169.05,False,7
M,S,N,0,Assalariado,Médio,Casado,Casa,42,10.96986301369863,2.0,26641.61,False,7
F,N,N,0,Empresário,Médio,Casado,Casa,43,0.4301369863013699,2.0,17877.2,False,7
F,N,S,0,Assalariado,Médio,Solteiro,Casa,54,23.02739726027397,1.0,367027.04,False,7
F,N,S,0,Servidor público,Superior completo,Separado,Casa,45,25.356164383561644,1.0,548187.11,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,36,14.643835616438356,2.0,454679.8,False,7
F,N,S,0,Assalariado,Médio,União,Casa,54,9.884931506849314,2.0,19103.32,False,7
F,N,S,2,Empresário,Superior completo,Casado,Casa,34,4.857534246575343,4.0,20307.04,False,7
M,N,N,0,Assalariado,Médio,Solteiro,Com os pais,32,9.6,1.0,36582.06,False,7
M,S,N,2,Assalariado,Médio,Casado,Casa,41,19.67945205479452,4.0,420314.79,False,7
M,N,N,0,Assalariado,Médio,Casado,Casa,31,4.758904109589041,2.0,15973.79,False,7
M,N,N,0,Assalariado,Médio,União,Casa,45,0.6054794520547945,2.0,17970.63,False,7
F,S,N,1,Assalariado,Médio,Casado,Casa,29,11.58904109589041,3.0,14903.78,False,7
F,N,S,0,Pensionista,Médio,Viúvo,Casa,58,,1.0,36638.06,False,7
F,N,N,0,Empresário,Médio,Casado,Casa,38,2.9315068493150687,2.0,3793.36,True,7
F,N,S,0,Assalariado,Médio,Solteiro,Casa,36,9.63013698630137,1.0,53520.39,False,7
F,N,S,0,Assalariado,Médio,Separado,Casa,41,4.594520547945206,1.0,57480.04,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,44,4.145205479452055,2.0,16441.44,False,7
M,S,N,0,Servidor público,Superior completo,Casado,Com os pais,33,6.336986301369863,2.0,19013.38,False,7
M,S,S,0,Assalariado,Superior incompleto,Casado,Casa,47,2.347945205479452,2.0,21026.97,False,7
F,N,S,1,Servidor público,Superior completo,União,Casa,41,0.2410958904109589,3.0,10943.56,False,7
F,N,S,0,Pensionista,Superior completo,Casado,Casa,56,,2.0,3596.37,False,7
M,S,S,2,Assalariado,Médio,Casado,Casa,33,0.9643835616438357,4.0,4874.97,False,7
F,N,N,0,Pensionista,Médio,Casado,Casa,58,,2.0,7330.38,False,7
F,N,N,0,Empresário,Médio,Solteiro,Casa,31,6.545205479452055,1.0,25306.69,False,7
M,N,N,0,Empresário,Superior incompleto,Solteiro,Casa,31,0.4547945205479452,1.0,7101.43,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,27945.71,False,7
M,N,N,0,Empresário,Superior incompleto,Casado,Casa,24,0.5178082191780822,2.0,7734.98,False,7
F,N,N,0,Empresário,Superior completo,Casado,Casa,62,25.312328767123287,2.0,81240.85,False,7
M,S,N,0,Assalariado,Médio,Casado,Casa,52,10.03013698630137,2.0,50536.97,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,42,4.49041095890411,2.0,10054.81,False,7
F,N,S,0,Assalariado,Médio,Separado,Com os pais,40,4.964383561643835,1.0,10480.47,False,7
M,S,S,0,Empresário,Médio,Casado,Casa,58,4.646575342465753,2.0,28550.24,False,7
F,N,S,0,Assalariado,Superior incompleto,Solteiro,Casa,27,5.013698630136986,1.0,19960.63,False,7
F,N,N,1,Assalariado,Superior completo,Casado,Com os pais,28,1.5972602739726027,3.0,13822.58,False,7
M,S,S,0,Assalariado,Superior completo,Casado,Casa,59,12.438356164383562,2.0,26977.53,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,41406.61,False,7
F,S,S,0,Assalariado,Superior completo,Casado,Casa,32,2.024657534246576,2.0,5958.72,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,33257.3,False,7
F,N,N,0,Assalariado,Médio,União,Casa,42,0.8465753424657534,2.0,11422.07,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,46,8.265753424657534,2.0,14156.0,False,7
F,S,S,0,Pensionista,Médio,Viúvo,Casa,62,,1.0,7434.69,False,7
M,S,S,1,Assalariado,Médio,Casado,Casa,41,8.134246575342466,3.0,7472.98,False,7
F,N,S,1,Assalariado,Superior completo,Solteiro,Casa,27,0.2547945205479452,2.0,14373.53,False,7
F,N,N,0,Assalariado,Superior completo,Casado,Casa,40,18.41917808219178,2.0,335407.79,False,7
F,S,S,0,Empresário,Superior completo,Casado,Casa,28,2.682191780821918,2.0,9725.2,False,7
M,N,N,0,Assalariado,Superior completo,Casado,Casa,26,8.301369863013699,2.0,13050.57,False,7
F,S,N,1,Assalariado,Superior completo,Viúvo,Casa,45,11.02191780821918,2.0,11620.84,False,7
F,N,N,0,Assalariado,Superior completo,Separado,Casa,52,2.745205479452055,1.0,11746.96,False,7
F,N,S,1,Assalariado,Médio,Casado,Casa,41,0.2986301369863013,3.0,3692.1,False,7
M,N,S,1,Empresário,Médio,Separado,Casa,34,1.378082191780822,2.0,10597.92,False,7
F,N,S,0,Assalariado,Médio,Solteiro,Casa,47,5.846575342465753,1.0,9114.6,False,7
F,N,N,1,Assalariado,Superior incompleto,União,Casa,34,8.517808219178082,3.0,23822.4,False,7
F,N,S,0,Pensionista,Superior incompleto,Viúvo,Casa,59,,1.0,19464.86,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,42,8.106849315068493,2.0,30359.25,False,7
F,N,N,0,Assalariado,Médio,Casado,Casa,43,1.0246575342465754,2.0,8760.25,False,7
M,S,S,0,Assalariado,Médio,Casado,Casa,55,2.8575342465753426,2.0,8542.09,False,7
M,S,S,0,Assalariado,Médio,Casado,Governamental,46,0.96986301369863,2.0,13244.23,True,7
F,N,N,0,Assalariado,Médio,União,Casa,46,5.7972602739726025,2.0,26475.6,False,7
F,S,S,0,Empresário,Superior completo,Solteiro,Casa,41,19.56164383561644,1.0,866432.16,False,7
M,S,S,0,Assalariado,Superior completo,Casado,Casa,50,7.66027397260274,2.0,16662.47,False,7
F,S,N,1,Pensionista,Médio,Casado,Governamental,59,,3.0,8596.95,False,7
M,S,N,0,Assalariado,Médio,Casado,Casa,42,4.624657534246575,2.0,8811.9,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,29,5.693150684931507,2.0,12255.58,False,7
M,S,S,2,Pensionista,Médio,Casado,Casa,46,,4.0,13272.3,False,7
F,N,N,0,Assalariado,Médio,Casado,Casa,38,14.189041095890412,2.0,77423.86,False,7
M,S,N,0,Empresário,Médio,Casado,Casa,48,6.8054794520547945,2.0,30344.14,False,7
F,S,S,0,Assalariado,Superior completo,Casado,Casa,44,8.106849315068493,2.0,12115.34,False,7
F,S,S,2,Empresário,Superior completo,União,Casa,31,3.202739726027397,4.0,10229.33,False,7
M,N,S,1,Empresário,Médio,Casado,Casa,40,0.284931506849315,3.0,7021.81,False,7
F,S,S,0,Empresário,Médio,Casado,Governamental,45,8.210958904109589,2.0,22801.96,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,43,5.764383561643836,2.0,27188.34,False,7
F,N,S,2,Assalariado,Superior completo,Casado,Casa,53,30.12054794520548,4.0,491060.24,False,7
M,S,N,1,Assalariado,Médio,União,Casa,44,7.841095890410959,3.0,20701.05,False,7
M,N,S,0,Assalariado,Médio,Solteiro,Casa,27,5.964383561643835,1.0,14181.18,False,7
F,N,S,0,Assalariado,Superior completo,União,Casa,54,1.0684931506849316,2.0,8695.1,False,7
F,N,S,0,Assalariado,Fundamental,Casado,Casa,45,6.715068493150685,2.0,16018.43,True,7
F,N,N,1,Assalariado,Superior completo,Casado,Casa,44,5.517808219178082,3.0,109140.74,False,7
F,S,S,1,Empresário,Superior completo,Casado,Casa,30,1.2602739726027397,3.0,23022.58,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,28,2.4575342465753423,2.0,7972.01,False,7
F,N,S,0,Pensionista,Médio,Solteiro,Casa,60,,1.0,16532.11,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,33,12.2,2.0,58279.83,False,7
M,N,N,0,Assalariado,Médio,Casado,Casa,28,3.4493150684931506,2.0,18784.01,False,7
F,N,S,0,Assalariado,Superior completo,Casado,Casa,33,4.964383561643835,2.0,28376.37,False,7
F,N,S,0,Empresário,Superior incompleto,Casado,Casa,25,2.893150684931507,2.0,14794.72,False,7
F,N,S,0,Pensionista,Superior completo,Solteiro,Governamental,64,,1.0,26611.69,False,7
F,N,S,0,Pensionista,Superior completo,Casado,Casa,65,,2.0,19436.87,False,7
F,N,N,0,Assalariado,Superior completo,Casado,Casa,54,15.136986301369864,2.0,34166.27,False,7
F,N,N,0,Pensionista,Médio,Casado,Casa,55,,2.0,22851.95,False,7
F,S,S,1,Empresário,Médio,Casado,Casa,42,6.7972602739726025,3.0,4082.6,False,7
F,N,S,0,Assalariado,Superior completo,Casado,Casa,46,4.2027397260273975,2.0,13214.52,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,16137.4,False,7
M,S,S,0,Assalariado,Médio,Casado,Casa,46,6.761643835616439,2.0,83033.26,False,7
F,N,N,1,Assalariado,Médio,Separado,Casa,33,12.446575342465753,2.0,39590.03,False,7
F,N,S,0,Pensionista,Médio,Viúvo,Casa,57,,1.0,6806.33,False,7
M,N,S,1,Empresário,Superior completo,Casado,Casa,36,11.613698630136986,3.0,12915.39,False,7
F,N,N,0,Assalariado,Superior completo,Casado,Casa,40,15.126027397260271,2.0,26109.75,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,47222.73,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,36,15.953424657534246,2.0,61889.94,False,7
M,S,S,0,Assalariado,Superior completo,Casado,Casa,32,4.789041095890411,2.0,16611.93,False,7
F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,46,3.9287671232876713,1.0,22057.32,False,7
M,S,S,2,Assalariado,Médio,Casado,Casa,31,7.958904109589041,4.0,11176.52,False,7
M,S,S,0,Empresário,Médio,Casado,Casa,27,7.13972602739726,2.0,23462.95,False,7
F,N,S,0,Empresário,Médio,Separado,Casa,50,10.471232876712328,1.0,115814.39,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,56,,2.0,8696.47,False,7
F,S,S,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,45934.53,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,52,18.054794520547944,2.0,69293.71,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,49,7.597260273972603,2.0,33412.93,False,7
F,N,S,1,Servidor público,Superior completo,Casado,Casa,48,3.602739726027397,3.0,16358.82,False,7
F,N,S,1,Empresário,Médio,Solteiro,Casa,42,6.216438356164384,3.0,130809.03,False,7
F,S,N,1,Assalariado,Médio,Casado,Casa,39,8.789041095890411,3.0,24509.87,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,14847.82,False,7
M,S,S,0,Empresário,Médio,Casado,Casa,49,4.947945205479452,2.0,69190.95,False,7
M,N,S,1,Assalariado,Médio,Solteiro,Casa,35,0.3753424657534246,2.0,6164.67,False,7
M,N,N,0,Empresário,Superior incompleto,Casado,Casa,39,11.356164383561644,2.0,46575.94,False,7
F,N,S,0,Servidor público,Médio,Casado,Casa,34,9.465753424657532,2.0,19954.25,False,7
F,S,S,0,Assalariado,Superior completo,Solteiro,Casa,56,10.868493150684932,1.0,108204.59,False,7
F,S,N,0,Assalariado,Médio,Casado,Casa,56,2.915068493150685,2.0,5529.33,False,7
F,N,S,0,Assalariado,Superior completo,Casado,Casa,54,9.057534246575342,2.0,25380.82,False,7
F,N,S,0,Pensionista,Médio,Solteiro,Casa,63,,1.0,13365.02,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,33,1.8438356164383565,2.0,16644.12,False,7
F,N,N,1,Empresário,Médio,Separado,Casa,29,8.673972602739726,2.0,41703.95,False,7
F,S,N,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,49116.64,False,7
F,N,S,1,Servidor público,Superior incompleto,Casado,Casa,39,12.523287671232875,3.0,493051.56,False,7
F,N,S,0,Assalariado,Médio,Casado,Casa,45,1.641095890410959,2.0,19570.1,False,7
F,N,N,1,Assalariado,Médio,Separado,Casa,33,12.446575342465753,2.0,101327.64,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,51,,2.0,16617.45,False,7
F,S,S,1,Assalariado,Superior completo,Solteiro,Casa,38,8.38082191780822,2.0,87329.04,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,25983.8,False,7
F,N,S,0,Pensionista,Médio,Viúvo,Casa,64,,1.0,6911.53,False,7
M,S,N,0,Pensionista,Médio,União,Casa,60,,2.0,5572.68,False,7
M,S,N,0,Assalariado,Médio,Casado,Casa,50,1.263013698630137,2.0,19387.53,False,7
F,S,N,0,Empresário,Superior incompleto,Separado,Casa,38,3.682191780821918,1.0,9927.54,False,7
M,S,S,2,Assalariado,Médio,Casado,Casa,36,11.194520547945206,4.0,10554.4,False,7
F,S,S,0,Assalariado,Médio,Casado,Casa,43,5.764383561643836,2.0,15562.7,False,7
F,N,N,0,Pensionista,Médio,Casado,Casa,57,,2.0,17159.66,False,7
F,N,S,0,Assalariado,Médio,Solteiro,Casa,56,7.512328767123288,1.0,28616.89,False,7
M,N,S,0,Assalariado,Médio,Separado,Casa,43,7.967123287671233,1.0,31063.09,False,7
M,N,S,0,Assalariado,Médio,Solteiro,Casa,29,6.394520547945206,1.0,13206.93,False,7
M,S,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,13089.95,False,7
M,S,S,1,Assalariado,Médio,Casado,Estúdio,41,18.523287671232875,3.0,20115.86,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,8087.3,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,33614.22,False,7
M,S,N,0,Pensionista,Superior completo,Casado,Casa,46,,2.0,18637.73,False,7
F,N,S,1,Assalariado,Médio,Casado,Governamental,43,5.090410958904109,3.0,7461.34,False,7
F,N,S,0,Pensionista,Médio,Casado,Casa,66,,2.0,28387.51,False,7
F,N,S,0,Assalariado,Fundamental,Viúvo,Casa,46,6.101369863013699,1.0,7111.34,True,7
